SiteID,SiteName,Country,Latitude,Longitude,PhaseID,Culture,StartBCE,EndBCE,milk,non.milk
WCOT,West Cotton,UK,52.342,-0.569,WCOT03,Middle Ages,1250,1150,0,3
WCOT,West Cotton,UK,52.342,-0.569,WCOT04,Middle Ages,1450,1400,1,2
WCOT,West Cotton,UK,52.342,-0.569,WCOT05,Saxon/Middle Ages,1450,950,2,6
WDOW,Wyke Down,UK,50.937,-1.993,WDOW01,Grooved Ware,2930,2860,2,5
WDOW,Wyke Down,UK,50.937,-1.993,WDOW02,MN,3400,2800,1,0
WESTH,West Heslerton,UK,54.179,-0.598,WESTH01,LN/EBA,1910,1430,8,1
WESTL,West Lilburn,UK,55.516,-1.969,WESTL01,BA,1686,1194,2,0
WIDE,Wideford Hill,UK,58.992,-3.03,WIDE01,Unstan,3600,2900,11,0
WILL,Willington,UK,52.863,-1.554,WILL01,LN/EBA,1910,1430,3,0
WILT,Wilton Moor barrow,UK,54.557,-1.109,WILT01,NA,2080,1880,1,1
WIND,Windmill Fields,UK,54.506,-1.313,WIND01,NA,2210,1980,2,0
WINH,Windmill Hill,UK,51.429,-1.855,WINH01,EN,3700,3100,24,12
WKEN,West Kennett,UK,51.413,-1.843,WKEN01,Grooved Ware,2490,1990,0,6
WRX,Wroxeter,UK,52.67,-2.646,WRX01,Roman,-100,-400,0,6
XAN,Xanten,Germany,51.667,6.451,XAN01,Roman,-100,-400,0,7
YABA,Yabalkovo,Bulgaria,42.077,25.443,YABA01,Karanovo I,6000,5700,4,11
YARI,Yarimburgaz,Turkey,41.075,28.741,YARI01,Neo,6000,5500,2,1
YARN,Yarnton Floodplain,UK,51.804,-1.31,YARN01,Grooved Ware,2900,2300,9,7
YARN,Yarnton Floodplain,UK,51.804,-1.31,YARN02,MN,3400,2400,4,4
YARN,Yarnton Floodplain,UK,51.804,-1.31,YARN03,Beaker,2400,1800,2,0
YARN,Yarnton Floodplain,UK,51.804,-1.31,YARN04,IA,395,165,11,8
YENI,Yenikapi,Turkey,40.999,28.949,YENI01,Neo,6000,4980,1,11
ZACE,Zacennie,Belarus,54.925,30.767,ZACE01,Narva,4500,4000,0,2
ZAL,Zalecino,Poland,53.198,15.083,ZAL01,LBK,5300,5000,1,0
ZEG,Zegotki,Poland,52.667,18.209,ZEG02,LBK,5200,5000,3,15
ZEG,Zegotki,Poland,52.667,18.209,ZEG03,LBK,5100,4800,3,6
ZUK,Zuków,Poland,53.155,15.113,ZUK03,LBK,5300,5000,1,0
ZVID,Zvidze,Latvia,56.851,26.911,ZVID01,Narva,4500,4000,0,56
ZWE,Zwenkau,Germany,51.236,12.342,ZWE01,LBK,5400,5300,0,8
ZWE,Zwenkau,Germany,51.236,12.342,ZWE02,LBA,1200,1000,1,8
ZWE,Zwenkau,Germany,51.236,12.342,ZWE03,IA,800,450,3,9
