"site","lat","long","dates"
18619,53.2601,15.5511,1
18621,52.6833,18.2682,2
18622,52.6753,18.2086,1
18623,52.6714,18.1779,2
18638,54.3632,13.2476,1
18650,54.4212,9.633,33
18661,51.9358,19.2945,1
18662,52.087,19.6522,1
18663,52.6064,18.9012,1
18664,52.6064,18.9012,1
18681,53.1433,14.1155,1
18682,52.0222,20.0144,5
18694,59.1056,15.1458,1
18695,59.6667,17.9667,1
18696,65.75,15.1667,1
18697,62.7778,13.2231,1
18698,58.9,17.4667,3
18700,56.9765,10.1098,2
18701,55.4833,14.2333,2
18702,55.6827,14.2339,8
19233,52.6501,18.8671,1
20220,52.614,18.5781,3
20221,52.7162,18.6221,1
20222,52.7325,18.6859,4
20223,52.6141,18.5777,3
20224,52.6598,18.1665,1
20225,52.6712,18.1722,1
20226,52.7004,17.5694,1
20227,52.741,18.6203,2
20228,52.7871,17.7309,4
20229,52.857,18.4983,1
20230,52.9869,17.5824,1
20231,52.741,18.6202,3
20232,52.7903,18.4623,1
20233,52.7028,18.5443,1
20234,52.5556,19.0767,3
20237,52.3475,16.7692,2
20238,51.9058,18.4002,1
20239,52.4422,15.5762,1
20240,52.818,18.4193,1
25494,56.0358,9.6549,1
25495,57.0372,9.9588,1
25500,55.232,11.4697,2
25510,56.28,13.95,6
25515,55.2402,9.5436,10
25516,55.4061,10.3849,2
25517,55.4061,10.3849,2
25547,55.3833,13.4833,1
25552,55.699,11.0747,1
25553,56.987,10.1023,3
25556,55.7159,12.4628,3
25557,54.2518,11.0495,2
25560,55.4988,9.5557,1
25617,55.56,12.96,1
25618,55.6468,13.1127,1
25619,55.5664,13.0219,2
25620,55.5177,12.9987,1
25621,56.4372,9.9508,2
25622,55.8258,13.0672,11
25623,63.323,18.9824,1
25624,57.4135,12.0207,2
25626,55.4473,13.0302,23
25628,57.7083,11.9164,1
25634,63.836,20.332,3
25636,63.8403,20.1589,1
25640,55.7735,13.1131,1
25641,55.9442,12.807,6
25642,58.299,11.9495,1
25667,55.42,11.72,1
25669,55.49,11.5678,2
25672,55.5785,11.4309,2
25674,55.6774,12.4218,1
25679,55.6037,11.5876,1
25753,56.2674,10.3247,1
25756,54.1356,9.2941,10
25757,54.3304,9.708,3
25761,55.7496,13.2483,6
25778,58.1698,13.578,2
25819,59.6464,17.1353,1
300003,55.4603,13.8924,6
300004,59.0727,10.2677,19
300007,55.6846,11.2358,9
300011,55.162,14.7608,17
300012,57.04,9.88,24
300013,58.1698,13.5781,13
300014,58.1833,13.4,17
300015,55.3402,11.1848,3
300016,55.93,9.13,5
300017,55.2639,9.7758,1
300018,58.24,11.47,4
300019,56.16,8.93,6
300020,57.5753,10.2148,3
300021,55.9341,10.1714,4
300022,55.5939,11.559,1
300023,55.5909,11.5762,1
300024,55.0387,14.9427,7
300025,55.05,14.88,5
300026,57.4901,10.3702,7
300027,55.168,9.981,1
300028,54.7766,11.5002,1
300030,55.1989,10.1556,9
300031,56.8715,9.2131,5
300032,55.8468,12.4236,7
300033,54.9184,11.6885,2
300034,56.2167,9.9833,4
300035,55.5937,11.543,1
300036,56.1425,10.1854,1
300037,55.792,12.1558,2
300038,55.2752,11.8358,1
300039,55.5824,11.5477,26
300040,56.5803,9.2359,4
300041,56.8909,9.5767,1
300042,55.5867,11.5332,4
300043,55.5699,11.5317,7
300044,55.6045,11.5883,1
300045,55.5939,11.559,7
300046,55.5687,10.64,1
300047,56.8268,9.0191,2
300048,56.144,8.4696,28
300049,56.7368,10.1489,26
300050,56.0076,10.2443,4
300051,55.42,11.72,8
300052,55.5867,11.5332,3
300053,55.8049,12.0598,1
300054,56.0865,12.3716,10
300055,56.0274,10.2571,42
300056,55.4443,9.8066,1
300057,56.102,12.2292,2
300058,56.6529,9.6661,1
300060,56.9866,8.795,9
300061,55.59,10.6139,1
300062,55.59,10.33,16
300063,55.1239,12.1259,1
300064,55.5719,11.4578,2
300065,55.792,11.6671,1
300066,56.5386,8.7996,3
300067,56.0182,10.231,4
300068,56.8679,8.7345,2
300069,56.5108,8.5827,2
300070,55.6591,11.2125,10
300071,56.8688,8.4515,5
300072,56.9721,8.5437,1
300073,55.6614,12.2751,11
300074,55.4399,9.8264,2
300075,55.0375,14.9143,4
300076,55.7455,11.872,5
300077,56.3794,9.0888,11
300079,55.6001,11.4323,1
300080,55.5771,11.5375,1
300081,56.2381,10.0854,2
300082,56.2166,10.1455,1
300083,56.0144,9.6757,1
300084,55.9309,12.5105,4
300085,55.5937,11.543,2
300086,55.5824,11.5477,1
300087,55.5867,11.5332,1
300088,55.5848,11.2616,1
300089,55.9544,10.242,3
300090,56.6824,10.1097,3
300091,55.7719,11.3902,6
300092,55.2454,9.3832,3
300093,56.5369,8.9414,2
300094,56.2983,10.2283,11
300095,56.2218,10.1645,8
300096,55.99,11.9592,2
300098,55.3996,10.1377,2
300099,55.9049,12.1455,1
300100,55.645,12.437,2
300101,55.6605,12.4414,2
300102,56.66,8.93,4
300103,56.36,9.67,1
300104,55.3884,9.8189,15
300105,55.0799,14.9204,6
300107,55.3602,11.4456,2
300108,56.14,9.15,2
300109,58.1833,13.4,12
300111,53.1,18.034,2
300128,58.4209,15.6346,2
300130,58.3607,15.1017,4
300132,59.1971,17.4264,3
300137,52.75,18.26,1
300140,52.7448,18.5846,1
300141,53.3016,12.6184,5
300146,52.068,15.82,10
300152,54.83,18.31,1
300153,53.363,13.1706,1
300159,54.3667,22,16
300162,52.85,18.62,5
300168,53.7085,12.1892,1
300187,52.4593,14.5547,1
300191,53.4333,12.9333,1
300193,53.1106,11.8876,1
300200,55.5863,11.5377,13
300201,55.533,13.117,1
300202,60.1522,19.9486,6
300213,52.2882,14.5728,55
300232,53.1,17.2667,53
300233,52.7833,17.75,4
300234,54.0667,15.2667,1
300237,53.9667,19.45,9
300244,52.9667,15.8333,5
300245,53.6167,18.6347,3
300247,54.8,18.4167,4
300250,52.1167,15.9167,2
300252,54.7333,17.3667,1
300255,52.65,18.3,2
300256,54.383,16.317,31
300257,53.6833,20.2167,2
300258,52.6875,18.2439,1
300259,52.689,18.243,8
300262,54.3333,18.3333,2
300264,52.55,19.7,1
300265,54.3592,19.7306,2
300269,52.1,21.2333,14
300270,60,30,2
300274,52.7,18.25,1
300279,54,14,1
300285,53.3167,18.8167,2
300287,52.7562,18.2537,6
300292,52.3167,18.7833,1
300293,52.3197,18.7932,2
300294,53.0202,18.2588,1
300295,53.2957,18.6869,1
300296,53.9167,15.2333,2
300297,52.7156,18.6247,2
300299,52.5,18.6667,2
300300,52.4931,18.6679,6
300301,52.5,18.2333,1
300302,52.6663,18.5912,1
300303,54.6333,18.15,2
300305,53.75,22.75,2
300309,53.15,18.57,2
300310,52.83,18.65,1
300311,52.7726,18.5203,5
300312,52.85,18.55,2
300313,52.6026,18.5638,6
300314,52.054,15.474,3
300315,52.057,16.708,4
300316,53.3,18.5,1
300318,52.7667,18.5333,3
300319,53.317,15.767,1
300320,53.3,15.91,1
300321,53.4167,19.0167,6
300322,54.6667,18.4667,2
300325,53.8333,14.6167,1
300326,53.9854,21.9943,24
300327,54.3,21.35,4
300331,53.2167,18.4333,1
300332,52.6026,18.5638,4
300333,54.4667,18.7167,10
300335,52.1667,20.7167,2
300336,53.3167,18.7333,2
300337,52.8298,18.3023,2
300338,52.15,20.6667,2
300340,52.5,22.3333,2
300341,52.6026,18.5638,32
300342,52.7367,18.3095,4
300343,52.746,18.2058,2
300346,53.3167,18.5167,2
300347,53.3167,18.5167,1
300348,53.3,15.91,1
300349,53.2886,18.6066,3
300350,52.1333,15.75,1
300351,54.7833,18.4333,1
300353,53,18.75,1
300356,52.8359,18.1032,3
300359,52.8167,18.1,3
300360,52.7367,18.3095,1
300363,52.6026,18.5638,7
300364,52.7871,17.7309,15
300365,53.4245,19.0419,1
300366,52.4667,20.35,1
300367,52.7058,18.5609,8
300368,52.7562,18.2537,1
300369,53.225,19.022,2
300370,53.011,18.6116,1
300371,53.067,15.629,1
300373,53.9667,19.45,1
300376,52.65,18.3,1
300432,53.7098,27.9534,3
300455,57.9167,16.368,2
300456,58.9663,11.1792,8
300457,57.2661,12.1571,10
300460,51.5019,5.3081,9
300463,58.4536,11.3509,9
300464,58.9,11.2,6
300465,58.2833,11.9167,5
300466,58.4078,11.4299,2
300470,58.0833,13.5167,5
300471,58.1673,13.5321,5
300472,58.4413,11.3032,2
300475,56.05,14.2833,2
300476,52.7667,6.9,1
300482,58.5423,11.3043,7
300484,56.8831,16.73,26
300492,58.3028,13.6046,3
300493,58.2681,13.5553,2
300494,57.7388,11.7965,3
300495,57.75,11.8333,7
300496,57.7388,11.7965,11
300497,57.7439,11.7956,5
300498,57.7667,11.95,4
300499,58.15,11.8167,8
300500,58.1671,13.5529,4
300501,58.1547,13.6382,4
300502,58.6667,11.4333,1
300503,58.3028,13.6046,1
300504,57.5483,11.9442,2
300519,55.85,30.3667,8
300570,54.7937,9.447,3
300571,52.7367,18.3095,2
300572,52.7562,18.2537,1
300573,53.6383,10.2005,2
300583,52.7345,18.1487,2
300588,52.5126,16.7015,1
300589,52.46,18.04,1
300590,52.7404,18.2582,2
300621,52.2129,17.3813,1
300674,52.0131,16.5854,81
300677,54.95,29.63,1
300678,52.7879,17.7303,1
300690,53.95,9.45,1
300710,60.2,7.45,1
300711,60.25,7.8333,1
300712,60.4667,7.0833,1
300713,60.36,7.73,4
300715,54.5171,9.4756,2
300724,52.36,18.54,4
300733,53.7,10.57,49
300736,54.33,11.05,1
300749,58.3167,24.5833,3
300750,56.8392,24.253,15
300751,60.6833,28.6667,1
300753,57.2184,10.1048,1
300782,56.8333,26.8833,42
300793,56.3,10.4667,9
300794,55.483,12.15,4
300795,55.064,8.959,14
300796,55.6717,9.575,1
300797,55.1328,10.0471,1
300798,56.1421,10.7025,1
300799,56.0743,8.9825,1
300800,55.4442,11.2717,16
300801,55.5378,12.3252,5
300803,56.1884,9.3572,4
300804,55.117,12.053,3
300805,56.5,9.2166,1
300807,55.58,11.5,2
300813,57.0975,9.5225,16
300814,56.009,9.9664,17
300815,55.5549,10.1177,5
300817,56.4083,8.9194,5
300818,56.4474,9.1087,1
300819,55.8492,12.528,3
300820,53.1845,20.6013,1
300821,56.7998,9.2111,7
300822,56.1734,9.6854,1
300823,55.5942,11.5363,2
300824,55.594,11.536,4
300825,56.0752,8.9687,1
300826,56.5103,9.3354,1
300827,55.2332,10.086,6
300828,55.5937,11.543,13
300829,55.8051,12.4732,13
300830,56.617,9.65,6
300832,56.0181,10.2491,2
300836,57,9.2999,3
300838,56.9128,9.2981,12
300839,56.1049,8.9364,2
300840,55.5183,12.1303,4
300841,56.4,9.1,1
300842,56.4372,9.9508,3
300843,55.7484,12.0994,1
300845,55.9868,9.701,6
300846,55.9905,8.8855,4
300847,55.9938,8.8778,2
300848,55.3314,12.2334,1
300849,55.1085,10.1095,4
300850,55.232,11.4697,9
300851,55.5424,8.7184,1
300852,55.0228,9.7648,2
300853,55.108,10.938,1
300854,55.8899,11.146,1
300855,56.7947,9.0594,2
300856,55.26,12.33,1
300857,54.7644,10.6786,1
300858,56.4304,10.7962,4
300859,55.7255,11.3508,1
300860,56.3747,10.5687,1
300861,57,9.75,1
300862,55.0287,9.8103,1
300863,56.9555,9.7763,1
300864,56.8527,8.2696,1
300865,56.5032,9.0574,1
300866,56.9221,8.8675,2
300867,53.65,10.2,22
300868,53.6335,10.2006,11
300869,54.5551,11.4206,4
300870,56.4332,10.7886,18
300871,55.5327,10.3834,1
300872,55.8607,9.8503,1
300873,56.4554,10.2338,3
300874,55.4,10.083,3
300875,55.5937,11.543,1
300876,55.5333,10.0833,1
300877,55.015,9.8379,1
300878,55.5843,11.5548,3
300879,56.8119,8.244,1
300880,55.1195,9.4798,1
300881,56.8715,9.2131,32
300882,56.7007,9.7404,1
300883,55.5111,12.3349,5
300884,56.3512,10.7973,4
300885,56.8527,8.2696,3
300886,55.9991,11.9833,3
300888,55.8024,9.6954,1
300889,56.8831,9.2333,6
300890,55.8511,12.5673,7
300891,55.8525,12.5672,1
300893,56.8398,8.262,1
300894,57.5613,10.2626,3
300895,55.1609,8.8016,1
300896,56.1394,9.1793,2
300897,54.9665,12.2489,2
300898,55.6691,12.1158,1
300899,55.1174,15.1435,3
300900,57.0922,9.0161,1
300901,57.2647,9.4238,1
300902,55.6711,12.3518,2
300903,55.3527,11.1239,11
300904,55.9232,12.0707,2
300905,55.4312,12.5212,7
300908,57.0604,9.4591,3
300909,55.333,11.15,10
300910,55.3517,11.1226,8
300911,55.1948,14.9869,1
300912,55.2014,14.9846,1
300913,56.4219,8.7334,1
300914,56.8258,8.2513,2
300916,55.9695,11.3526,8
300917,55.3779,11.6997,5
300918,55.7822,11.2892,19
300919,55.6423,12.25,3
300920,55.6397,12.2491,1
300921,55.6372,12.2505,1
300922,55.116,10.675,1
300923,55.749,12.261,2
300926,55.5902,11.5022,2
300927,56.8975,9.2636,6
300928,57.3373,10.308,3
300929,55.1297,11.9336,2
300930,56.7203,8.8649,1
300931,55.65,12.0821,1
300932,60.75,8.2,2
300933,60.5,8,2
300934,55.8845,9.7761,1
300935,56.5894,9.5146,1
300939,55.3422,12.2703,1
300940,56.4938,9.0794,1
300941,55.6295,11.1779,1
300942,55.5133,11.1692,1
300943,56.6352,9.9105,1
300946,52.6026,18.5638,10
300947,52.6333,16.5836,2
300949,52.7,18.4833,3
300951,52.6129,18.421,2
300952,52.7167,15.25,2
300953,52.7048,18.5602,3
300954,52.2667,17.6833,2
300955,52.6787,18.4027,4
300957,53.7,9.6,6
300958,54.4972,9.4838,2
300959,57.14,12.36,2
300960,57.2647,12.31,15
300976,52.6565,18.2007,2
300977,52.6026,18.5638,4
300979,52.95,18.1167,9
300980,52.95,18.1167,9
300984,52.6026,18.5638,1
300985,52.7156,18.6247,1
300986,52.5339,18.591,2
300987,52.6787,18.4027,3
300991,52.9383,18.3015,4
300992,52.95,18.1167,1
300993,53.3333,19.2,6
300994,52.7326,18.6855,26
300995,53.0494,16.3806,1
300997,52.675,18.2082,12
300999,52.65,18.1,4
301001,52.8163,17.677,5
301002,52.675,18.2082,2
301003,52.671,18.1788,3
301004,52.6667,18.4333,6
301005,52.6721,18.1182,1
301006,52.741,18.6203,18
301007,52.741,18.6203,7
301012,53.0173,17.3223,1
301014,52.8576,18.4949,1
301015,52.9895,17.5723,2
301016,52.8162,18.4154,1
301017,52.706,18.294,1
301023,52.7486,18.4176,4
301024,52.5188,18.7933,3
301027,52.689,18.243,4
301028,52.7056,22.9617,1
301030,52.5512,19.0713,7
301039,52.8167,18.6,7
301042,54.8182,9.6362,6
301054,54.4654,13.4642,1
301060,53.9925,11.3711,11
301061,54.0089,11.3675,4
301066,54.2518,11.0495,8
301089,54.031,10.5086,11
301094,54.3592,13.7061,2
301097,53.8182,10.3539,5
301120,54.2728,10.3098,6
301199,54.5667,9.0667,4
301200,55.9969,12.2864,2
301217,54.29,10.85,3
301222,54.3113,9.8065,2
301224,55.3234,8.9295,3
301225,53.5112,11.1621,18
301229,52.6026,18.5638,8
301281,54.25,11.0333,216
301283,54.42,9.4,5
301287,54.267,11.05,1
301302,54.2786,9.0897,3
301312,54.2973,10.8537,2
301319,56.2,31.2,11
301327,54.7667,22.4333,1
301332,55.3048,20.9937,7
301334,60.1833,30.5833,3
301339,54.95,29.6333,1
301340,54.2,24.5667,1
301342,56.0833,21.9667,2
301343,55.25,26.15,1
301351,55.6333,31.5667,22
301352,56.33,31.5,31
301354,56.9137,27.0272,12
301355,56.8833,26.25,9
301356,55.85,30.3667,1
301357,58.7833,29.1,4
301358,54,22.41,30
301360,56.33,31.5,2
301361,56.33,31.5,1
301362,55.25,26.15,3
301363,55.8167,22.8667,1
301365,54.95,22.9833,1
301367,56.33,31.5,5
301368,60.8833,29.45,2
301369,58.9147,22.2108,5
301371,60.5833,30.4833,1
301372,57.8003,23.2483,1
301378,56,31.83,2
301379,60.7,29.0833,2
301380,60.9833,29.6333,5
301383,61.2949,30.0555,2
301385,56.33,31.5,10
301387,56.8167,26.8,1
301388,57.41,21.55,8
301389,56.6913,26.9023,2
301391,54.4,27.0667,1
301397,52.6086,18.8143,30
301398,52.62,18.82,6
301399,52.6,18.97,1
301400,52.642,18.883,1
301401,52.637,18.796,1
301406,55.9317,13.4085,28
301408,57.6278,11.8472,1
301409,60.0893,17.6315,15
301410,55.9833,12.9333,2
301411,56.28,13.95,1
301412,55.383,13.483,15
301413,55.3743,13.4576,6
301414,55.76,12.41,1
301415,55.383,13.483,6
301416,55.355,13.439,1
301417,55.451,12.964,2
301418,55.5664,13.0219,5
301419,55.911,13.105,9
301420,55.39,13.49,4
301421,55.45,13.91,2
301422,55.383,13.483,1
301424,56.873,14.169,2
301425,56.82,12.74,2
301426,55.5224,13.0506,4
301427,55.3833,14.15,1
301428,55.6,13.1833,1
301429,56.033,14.6,4
301430,58.1522,13.6425,4
301431,55.8565,12.9383,70
301432,55.5829,13.1081,17
301433,59.6558,16.8273,3
301434,55.7483,12.1245,8
301599,53.8897,18.0185,2
301625,58.1635,13.6472,2
301626,58.1529,13.6377,2
301627,58.1333,13.55,2
301628,55.117,12.053,5
301636,56.7148,10.1634,3
301637,55.9568,11.5779,1
301638,56.5724,9.0506,5
301639,56.1283,9.5986,1
301640,55.25,13.6333,1
301641,55.7167,13.5333,3
301642,55.95,13.45,1
301643,55.92,13.4,1
301644,55.574,13.181,1
301645,55.172,10.313,1
301646,55.273,11.808,1
301647,55.8333,11.55,1
301652,54.7019,11.5561,4
301667,57.8167,25.1667,18
301674,54.0167,10.4117,1
301715,55.4918,9.4905,1
301716,56.3624,10.5875,1
301722,52.706,18.294,5
301723,52.0667,18.7667,1
301724,56.0737,12.2742,2
301740,55.5961,11.3163,1
301741,56.0917,12.184,3
301742,54.6981,18.4603,3
301747,56.0065,12.2025,2
301749,52.433,18.117,1
301753,56.004,12.1277,2
301754,56.081,12.462,2
301755,56.0639,12.28,1
301756,56.0172,12.2008,1
301760,58.9833,16.1833,4
301762,56.0222,12.1805,2
301777,56.091,12.2065,3
301787,57.7278,10.5391,10
301790,56.0871,12.266,1
301791,56.0908,12.2668,1
301792,56.0948,12.267,1
301794,56.0744,12.2869,2
301796,56.0765,12.5233,2
301797,56.0033,12.5364,1
301801,56.0348,12.6141,2
301804,56.0194,12.2645,1
301805,56.0728,12.1679,2
301811,56.0735,12.346,2
301815,56.0673,12.2748,1
301816,56.07,12.1524,4
301818,56.043,12.3753,2
301819,56.0718,12.2883,3
301820,56.0496,12.2489,3
301821,56.0417,12.2445,1
301822,56.0401,12.2439,1
301823,56.0321,12.2324,1
301825,56.1026,12.2288,2
301831,56.0653,12.2805,1
301832,56.0271,12.2265,2
301833,56.0837,12.3215,2
301834,56.0768,12.1815,1
301835,56.0479,12.3802,2
301836,52.3353,16.7152,4
301837,56.1033,12.2271,4
301839,56.0848,12.2126,2
301843,52.15,18.25,2
301844,52.7167,18.2667,9
301846,53.09,15.06,2
301853,59.237,17.8847,4
301854,59.237,17.8847,4
301855,57.17,18.26,4
301857,58.1833,13.4,5
301858,57.76,18.45,1
301859,59.7077,16.5858,3
301861,59.63,16.61,4
301862,56.9222,13.9903,3
301863,55.3932,13.5945,3
301864,58.89,17.49,5
301866,58.4,15.4333,2
301867,58.1661,13.5732,1
301868,56.787,16.746,1
301869,59.27,18.47,1
301870,58.55,11.38,4
301871,59.9833,17.5833,21
301872,57.28,18.62,2
301873,57.8,18.5667,1
301874,59.66,18.06,2
301875,58.3,14.65,30
301876,56.787,16.746,2
301877,57.55,18.13,2
301880,59.5,7.5,1
301881,60.83,7.5,1
301882,60.83,7.5,1
301883,60.16,5.66,1
301884,60.48,10.48,1
301885,60.2,10.33,1
301886,60.95,7.95,1
301887,58.63,5.78,1
301888,59.1667,7.6667,1
301889,59.5408,10.4206,2
301890,58.55,5.73,17
301891,58.07,11.86,11
301892,59.3758,28.1961,1
301894,56,31.83,4
301895,57.8403,26.9767,2
301896,56.8167,26.8,2
301897,58.9147,22.2108,2
301898,53.9333,24.2833,3
301899,58.5306,22.3478,3
301900,58.9147,22.2108,8
301901,58.9147,22.2108,1
301902,59.4833,26.5333,8
301903,56.01,13.66,3
301904,59.9976,17.3625,15
301905,55.5981,12.9661,42
301906,59.2,14.2167,30
301908,58.1759,13.5533,2
301909,58.35,11.424,2
301910,57.2835,18.1999,45
301911,59.3628,15.3875,7
301912,55.433,13.967,5
301913,58.1721,11.481,5
301914,60.0333,17.4615,6
301915,60.01,17.41,10
301916,55.5469,13.01,1
301917,60.0333,17.45,9
301918,58.1551,13.6459,5
301919,55.5333,13.0333,5
301920,57.2843,17.971,30
301921,55.5554,13.1509,4
301922,60.5753,17.1414,2
301923,59.1543,17.802,4
301924,59.237,17.8846,2
301925,59.237,17.8846,2
301926,59.237,17.8846,5
301927,58.3296,14.8827,6
301928,58.3296,14.8827,1
301929,60.1667,17.6001,4
301930,55.5852,12.9501,29
301931,55.57,13.09,1
301932,59.3769,15.3855,7
301933,56.4483,16.0661,12
301934,55.3833,13.4833,1
301935,55.5327,12.9949,1
301936,55.5496,13.0134,2
301937,59.6464,17.1353,6
301938,57.101,18.3116,9
301939,60.1167,14.9,9
301940,55.5631,12.95,3
301941,55.56,12.96,11
301942,59.15,17.6167,2
301943,55.6112,13.0704,1
301944,57.85,18.71,24
301945,56,14.2333,1
301946,55.382,13.4219,4
301947,55.5553,12.9193,2
301948,55.5553,12.9193,1
301949,55.5467,13.4988,1
301950,58.9465,17.561,6
301951,56.6833,16.5167,6
301952,56.6321,16.5201,17
301953,56.5792,16.4594,3
301954,57.2743,16.4605,4
301955,57.2066,12.2129,5
301956,57.7422,18.4074,2
301957,59.025,11.2333,4
301959,57.45,18.1833,3
301960,58.2296,13.6064,1
301961,58.2295,13.6063,33
301962,56.518,16.441,38
301963,55.55,13.21,12
301967,56.9167,16.75,2
301968,58.9394,11.1525,4
301969,57.4428,18.1645,12
301971,52.7539,14.1039,2
301972,59.6696,16.7199,14
301973,58.6277,16.9396,4
301974,56.6726,9.4511,4
301975,57.6369,11.8924,8
301976,60.65,17.0333,5
301977,58.2333,22.1667,1
301978,58.45,22.2167,2
301979,59.4436,28.0763,2
301980,60.65,17.0333,2
301981,57.1667,12.3,5
301982,54.8833,11.15,3
301983,58.1721,11.481,3
301984,59.42,18.35,5
301985,56.73,13.11,7
301986,58.1,11.86,2
301987,57.49,12.06,2
301988,55.4687,13.0177,4
301989,57.1275,12.2739,3
301990,59.6738,17.843,2
301991,58.1657,11.4852,8
301992,58.9606,16.3973,3
301993,58.05,12.75,15
301994,58.1721,11.481,2
301995,58.6635,16.1772,7
301996,59.2417,17.8953,4
301997,58.1522,13.6425,1
301998,57.48,12.13,3
301999,59.2443,17.8849,7
302001,56.78,12.83,1
302037,54.3489,13.0762,1
302039,54.367,13.033,1
302048,56.0253,21.0817,4
302049,54.95,23.7,1
302050,54.68,25.28,5
302051,54.88,24.85,1
302052,55.8167,22.8667,3
302053,56.08,21.83,1
302055,54.31,13.17,3
302056,55.4738,13.8992,4
302057,58.1901,13.6328,1
302058,53.6084,11.3961,37
302059,57.7394,11.7297,1
302060,55.2098,10.083,2
302061,54.2518,11.0495,32
302062,55.5937,11.543,1
302063,55.5824,11.5477,1
302064,55.8342,12.3376,2
302065,55.5764,11.4204,1
302066,55.7597,12.3313,2
302067,54.26,10.76,41
302068,55.2864,11.8202,6
302069,55.5863,11.5377,4
302070,55.5876,11.5393,1
302071,55.5828,11.5593,3
302072,55.6226,11.3328,1
302073,56.2414,10.0254,2
302077,53.4815,12.4686,1
302087,58.4295,15.5894,1
302088,56.2671,16.4919,1
302089,59.2885,17.7065,1
302090,59.1667,17.75,1
302091,58.4311,15.5991,1
302092,59.4651,18.0867,1
302093,56.5133,13.0435,2
302094,56.75,12.6833,6
302096,53.7039,12.04,2
302097,52.75,18.07,1
302098,54.4184,17.4132,6
302099,52.7562,18.2537,4
302106,54.4569,17.4131,2
302114,53.38,14.52,1
302115,52.74,18.26,6
302126,54.383,16.317,5
302135,53.4178,11.9289,12
302136,53.66,12.34,2
302142,53.291,13.961,2
302143,53.37,14.27,1
302144,53.51,12.68,1
302146,53.88,13.46,4
302147,53.57,13.39,1
302149,52.95,12.3,1
302153,53.26,13.84,1
302156,53.31,13.86,2
302157,53.02,14.16,1
302158,53.5333,11.7833,1
302162,53.7301,13.4428,1
302163,53.35,13.24,3
302165,54.06,12.51,1
302173,53.838,11.853,1
302174,53.8276,11.8201,1
302176,54.483,13.517,10
302177,54.4654,13.4642,7
302186,54.0325,13.1682,1
302187,54.3684,13.6354,2
302202,53.6559,12.3772,2
302203,53.8996,13.1991,3
302204,53.7167,12.05,2
302205,53.7333,12.7833,1
302212,53.8167,22.3333,2
302213,54.6667,18.4667,1
302214,54.6667,18.4667,1
302215,52.0845,16.5229,3
302222,52.746,18.2058,1
302224,54.3333,22.3333,2
302225,53.2977,18.5391,1
302226,53.2681,18.6311,1
302227,52.7392,18.2185,1
302228,52.7501,18.1501,1
302230,52.6026,18.5638,2
302234,52.75,18.2,1
302235,53.9708,16.0089,2
302236,50.8,21.6667,1
302238,52.7667,18.0667,1
302239,52.8167,18.1,1
302242,52.0833,17.0333,1
302244,53.4167,19.0167,2
302245,52.071,15.776,1
302271,55.564,13.0416,1
302273,58.2283,13.6473,1
302274,58.1833,13.4,3
302279,58.3111,11.4985,1
302281,58.5604,11.486,1
302282,59.1251,12.9459,1
302283,59.1878,12.823,1
302284,57.38,11.99,2
302310,54.2844,10.2917,3
302314,53.6333,10.1666,2
302335,52.6223,18.9534,1
302342,52.8468,17.8612,2
302435,52.1,11.7833,1
302449,52.7448,18.5846,1
302450,52.63,18.53,4
302453,53.2121,18.1581,1
302469,54.133,10.21,2
302480,54.133,10.21,1
302481,54.7,9.667,17
302500,54.7667,9.3333,3
302522,52.36,18.54,11
302526,54.3338,11.05,1
302532,54.6846,9.636,6
302539,54.32,10.133,3
302540,53.86,9.81,10
302556,54.02,13.29,2
302570,54.07,11.73,1
302608,53.02,10.6,4
302612,53.883,10.2999,22
302617,54.8016,9.7441,14
302626,55.46,13.95,3
302632,55.4666,12.2,1
302633,55.1609,8.8016,1
302634,55.5937,11.543,2
302635,56.06,8.85,1
302636,56.8263,8.2517,2
302637,56.1833,9.3667,2
302638,56.5155,9.1127,4
302639,56.091,12.401,7
302640,56.0166,10.2333,1
302641,55.5909,11.5621,16
302642,56.81,9.1769,39
302647,55.5663,9.4059,1
302648,56.4969,9.5836,4
302649,55.8667,9.9667,1
302650,55.9504,11.8993,7
302653,56.4905,10.5127,6
302654,56.0833,8.25,1
302655,56.087,12.401,3
302656,56.5847,9.2124,1
302658,55.2538,9.1545,2
302659,56.5838,9.4434,1
302660,56.7422,9.4261,5
302661,55.6339,11.982,1
302662,55.4702,8.5188,1
302663,55.623,12.1387,1
302664,55.623,12.1387,1
302665,55.9832,8.8686,2
302666,55.9832,8.8686,1
302667,55.9832,8.8686,1
302668,56.1105,9.5042,6
302670,54.6871,11.3265,4
302671,55.2175,10.2135,2
302672,55.1329,10.9061,1
302673,56.4147,8.8351,2
302674,56.457,8.8699,1
302676,56.4193,9.0398,14
302678,55.2175,10.2135,1
302679,55.2175,10.2135,2
302680,55.9832,8.8686,3
302681,56.4237,9.1058,3
302682,55.209,10.087,6
302683,56.5032,9.0574,1
302684,55.6299,9.0824,1
302685,55.209,10.087,2
302686,55.209,10.087,1
302687,55.5902,11.5022,1
302688,55.5711,12.1318,1
302689,55.589,11.5573,4
302690,55.9832,8.8686,2
302692,55.209,10.087,1
302693,55.9953,8.8931,1
302694,56.2361,9.932,3
302695,55.8948,9.99,11
302696,55.9953,8.8931,6
302698,56.7919,8.6791,3
302699,55.2752,11.8358,6
